Bengali,Chakma,Tense
"কেকটা কেকটা ঘর, জুম ঘর,সাঙু বানা","𑄇𑄃𑄨𑄇𑄪𑄢𑄬 𑄇𑄬𑄃𑄨𑄟𑄴𑄝𑄮𑄃𑄨 𑄃𑄣𑄧𑄇𑄴 𑄊𑄧𑄢𑄴, 𑄎𑄪𑄟𑄧 𑄊𑄧𑄢𑄴, 𑄥𑄋𑄪 𑄝𑄚𑄬𑄠𑄮𑄚𑄴 ।",Present
একনাগাে ভালো করে দেখলে বুঝছ,𑄃𑄬𑄇𑄴𑄇𑄬𑄚𑄉𑄧𑄢𑄨 𑄉𑄧𑄟𑄬 𑄢𑄨𑄚𑄨 𑄌𑄬𑄣𑄬 𑄝𑄪𑄏𑄧 𑄡𑄠𑄴 𑄎𑄪𑄟𑄴𑄟𑄧 𑄥𑄧𑄁𑄌𑄴𑄇𑄨𑄢𑄨𑄖𑄨 𑄜𑄪𑄘𑄨 𑄖𑄪𑄣𑄨𑄝𑄢𑄴 𑄌𑄨𑄠𑄮𑄚𑄴।,Present
"কাঁকার কাগজ আর লেখা আছে -পাতুরু বিঝু,বজী বিঝুর মতো আমার ভালো লাগে না,সমাজ থেকে বের হে যাওা আর অনেক ব ব লেখা","𑄇𑄃𑄨𑄇𑄪𑄢𑄬 𑄇𑄉𑄧𑄎𑄧𑄖𑄴 𑄃𑄢𑄧 𑄣𑄬𑄊 𑄃𑄊𑄬 - 𑄛𑄖𑄴𑄖𑄪𑄢𑄪 𑄝𑄨𑄏𑄪 , 𑄝𑄧𑄎𑄧𑄁𑄠𑄚𑄨 𑄞𑄏𑄨 𑄡𑄮𑄇𑄴, 𑄚𑄪𑄠 𑄞𑄣𑄬𑄘𑄧𑄢𑄴 𑄎𑄨𑄁𑄇𑄚𑄨 𑄃𑄟𑄢𑄬 𑄃𑄇𑄴𑄇𑄮𑄃𑄨 𑄚𑄬 𑄡𑄮𑄇𑄴, 𑄥𑄧𑄟𑄎𑄧𑄖𑄴𑄪𑄚𑄴 𑄃𑄚𑄴𑄘𑄢𑄴𑄠𑄚𑄴 𑄥𑄧𑄢𑄨 𑄡𑄮𑄇𑄴 -𑄃𑄬𑄋𑄬𑄢𑄨 𑄃𑄬𑄋𑄬𑄢𑄨 𑄃𑄢𑄧 𑄞𑄣𑄧𑄇𑄴 𑄝𑄝𑄧𑄖𑄳𑄠 𑄣𑄬𑄊।",Present
অনুকুল পরিস্থিতি আরও একটু ভালোভাবে দেখল,𑄃𑄧𑄚𑄪 𑄇𑄃𑄨 𑄃𑄬𑄃𑄨𑄚𑄬 𑄃𑄢𑄧 𑄃𑄬𑄇𑄴𑄇 𑄉𑄧𑄟𑄬 𑄌𑄬𑄣𑄧।,Past
ভালো লাগলে,𑄉𑄧𑄟𑄴 𑄣𑄉𑄨𑄣𑄧।,Past
মেেকে চেইনে কল দিলে তো তোমার বোর কাজ হবে,𑄟𑄨𑄖𑄪 𑄃𑄧𑄚𑄪 𑄌𑄬𑄃𑄨𑄚𑄬 𑄇𑄧𑄣𑄧 - 𑄘𑄬𑄣𑄬 𑄘𑄧 𑄖𑄧 𑄞𑄬𑄃𑄨𑄝𑄮𑄢𑄴 𑄇𑄧𑄢𑄧𑄟𑄴 !,Future
অনুকুল পরিস্থিতি তো না,𑄃𑄧𑄚𑄪 𑄇𑄧𑄣𑄧 𑄝𑄧𑄎𑄧𑄁 𑄘𑄧 𑄚𑄧𑄠𑄴।,Present
মেে কথা বলছে সেটা,𑄟𑄨𑄖𑄪 𑄇𑄧𑄣𑄧 𑄟𑄪𑄃𑄨 𑄠𑄮 𑄘𑄧 𑄇𑄧𑄋𑄧𑄖𑄴𑄬 𑄥𑄨𑄠𑄚𑄴।,Present
এক কলমি,𑄃𑄧𑄚𑄪 𑄇𑄧𑄣𑄧 𑄟𑄨𑄖𑄪!,Present
জানো এরকম করে তারা একদিন ব ব কাজ ও শেষ করতে পারবে না,𑄎𑄚𑄧𑄌𑄴 𑄃𑄨𑄠𑄚𑄨 𑄉𑄧𑄢𑄨 𑄉𑄧𑄢𑄨 𑄖𑄢 𑄃𑄬𑄇𑄴 𑄘𑄨𑄚𑄴 𑄓𑄋𑄧𑄢𑄴 𑄓𑄋𑄧𑄢𑄴 𑄇𑄟𑄴𑄠𑄮 𑄗𑄪𑄟𑄴 𑄉𑄧𑄢𑄨 𑄚𑄧 𑄛𑄢𑄨𑄝𑄇𑄴 𑄇𑄬𑄚𑄬 𑄇𑄧𑄣𑄬!,Future
মেেকলের ছিঁা থেকে তো ডাঙর বেে উঠা,𑄟𑄨𑄖𑄪 𑄇𑄧𑄣𑄧 𑄍𑄨𑄉𑄧𑄚𑄧𑄖𑄴𑄪𑄚𑄴 𑄘𑄧 𑄓𑄋𑄧𑄢𑄧𑄢𑄴 𑄝𑄬𑄃𑄨 𑄃𑄪𑄙𑄧𑄚 ।,Present
অনু মিেকে শিকল দিে বললাম আমরা এগুলো মাথা আনিও না,𑄃𑄧𑄚𑄪 𑄟𑄨𑄖𑄪𑄢𑄬 𑄌𑄬𑄃𑄨𑄚𑄬 𑄇𑄧𑄣𑄧 𑄃𑄟𑄨 𑄖𑄢 𑄃𑄧𑄇𑄴𑄖𑄧𑄖𑄴 𑄈𑄣𑄨𑄇𑄴 𑄃𑄨𑄠𑄚𑄨 𑄟𑄙𑄖𑄴 𑄚𑄧 𑄃𑄚𑄨।,Past
.তারা একসাথে হ না,𑄖𑄢𑄥𑄚𑄴 𑄎𑄧𑄙 𑄚𑄧 𑄦𑄮𑄃𑄨।,Present
.তারা আসা যাওা করে না,𑄖𑄢𑄥𑄚𑄴 𑄃𑄬𑄎𑄚𑄴 𑄚𑄧 𑄉𑄧𑄢𑄨।,Present
মেেটা আমাকে তাদের উপরে তুলে দে,𑄟𑄨𑄖𑄪 𑄇𑄧𑄣𑄧 𑄃𑄟𑄢𑄴 𑄖𑄢𑄢𑄬 𑄃𑄪𑄌𑄴𑄱𑄛𑄪𑄇𑄴 𑄖𑄪𑄣𑄨 𑄘𑄬𑄚 𑄘𑄧𑄢𑄴𑄉𑄢𑄴।,Present
খালি কাগজ পতে যেন ছো লাগে না,𑄈𑄣𑄨𑄇𑄴 𑄣𑄬𑄊 𑄛𑄧𑄢𑄖𑄴 𑄡𑄬𑄚𑄬 𑄍𑄬𑄢𑄴 𑄚𑄧 𑄛𑄧𑄢𑄬।,Present
.অন্যের কথা শেষ না হে অন্যর কথা শেষ হেছে,𑄃𑄧𑄚𑄪 𑄇𑄧𑄙 𑄗𑄪𑄟𑄴 𑄦𑄧𑄘𑄬 𑄚𑄧 𑄦𑄧𑄘𑄬 𑄚𑄧𑄚𑄝𑄨 𑄇𑄧𑄣𑄧 𑄥𑄌𑄴 𑄦𑄪𑄠𑄳𑄠।,Present
আমাকে বাগানটার পাশে রেখে দিে আসো,𑄟𑄧𑄢𑄬 𑄝𑄉𑄚𑄴𑄱 𑄥𑄧𑄁 𑄒𑄬𑄣𑄨 𑄘𑄨 𑄃𑄬𑄎𑄧𑄉𑄮𑄃𑄨 ।,Present
এক জাতী বুনো ফল যা সবজি হিসেবে ব্যবহৃত হচ্ছে,𑄌𑄬𑄢𑄧 𑄇𑄬𑄃𑄨𑄖𑄴 𑄎𑄧𑄚𑄨 𑄎𑄧𑄣𑄧𑄘𑄧𑄚𑄴।,Present
গাঙে বন্যা,𑄉𑄋𑄧𑄖𑄴 𑄝𑄖𑄴𑄖𑄨 𑄎𑄧𑄣𑄧𑄘𑄧𑄚𑄴।,Present
দূরে রাত হে যা,𑄘𑄪𑄢𑄮𑄖𑄴 𑄢𑄬𑄃𑄨𑄋𑄧𑄌𑄇𑄴 𑄥𑄪𑄚𑄧 𑄡𑄢𑄴।,Present
"গাঙে দুই জন গাাচ্ছে,বুঝছে","𑄉𑄋𑄧𑄖𑄴 𑄘𑄨 𑄃𑄬𑄇𑄴𑄎𑄧𑄚𑄴 𑄉𑄘𑄧𑄘𑄧𑄚𑄴, 𑄝𑄪𑄢𑄮𑄘𑄧𑄚𑄴।",Present
অনু মেেকে কল দিে বাগানের পাশে দৌে এসেছে,𑄃𑄧𑄚𑄪 𑄟𑄨𑄖𑄪𑄢𑄬 𑄇𑄧𑄣𑄧 𑄡𑄬𑄃𑄨 𑄘𑄬 𑄝𑄉𑄚𑄴 𑄥𑄧𑄁 𑄒𑄬𑄣𑄨 𑄘𑄨 𑄃𑄬𑄎𑄨𑄠𑄮𑄃𑄨 ।,Present
মিইনি নদী পার হওার সম দুটি পাের মধ্যে দিে ফিরে আসলো,𑄟𑄨𑄉𑄨𑄚𑄨𑄠𑄚𑄴 𑄛𑄢𑄴 𑄦𑄮𑄃𑄨 𑄝𑄉𑄚𑄧 𑄃𑄧𑄝𑄧𑄣 𑄥𑄧𑄁 𑄝𑄢𑄬𑄃𑄨 𑄘𑄨 𑄟𑄪𑄖𑄪𑄣𑄮𑄃𑄨 𑄃𑄧𑄚𑄪 𑄜𑄨𑄢𑄨 𑄃𑄬𑄣𑄇𑄴।,Past
. তারপর সে তার সাথে চলে গেল,𑄎𑄬𑄢𑄬 𑄟𑄨𑄖𑄪 𑄖 𑄦𑄣𑄬 𑄖𑄬 𑄉𑄬𑄣𑄧𑄉𑄮𑄃𑄨।,Past
.অন্য বািতে আসতে আসতে স্যাঁত স্যাঁতে হেছে,𑄃𑄧𑄚𑄪 𑄊𑄧𑄢𑄧𑄖𑄴 𑄃𑄬𑄖𑄴𑄖𑄬 𑄃𑄬𑄖𑄴𑄖𑄬 𑄥𑄌𑄴 𑄉𑄧𑄋𑄨 𑄡𑄨𑄃𑄨𑄠𑄳𑄠𑄬।,Present
.সাঙু ঘরে বাতি জ্বলিে বিঝু রাতে তোমাকে সঙ্গ দিতে যা,𑄥𑄋𑄪 𑄘𑄮𑄢𑄮𑄖𑄴 𑄝𑄖𑄴𑄖𑄨 𑄎𑄧𑄣𑄨 𑄎𑄧𑄣𑄨 𑄝𑄨𑄏𑄪 𑄢𑄬𑄃𑄨𑄖𑄴 𑄖𑄧𑄢𑄬 𑄥𑄋𑄬𑄖𑄴 𑄘𑄨 𑄡𑄘𑄧𑄚𑄴,Present
বিঝু দুই দিন পর চলে গেল,𑄝𑄨𑄏𑄪 𑄘𑄨 𑄃𑄬𑄇𑄴 𑄘𑄨𑄚𑄴 𑄎𑄬𑄢𑄬 𑄃𑄧𑄚𑄪 𑄉𑄬𑄣𑄧𑄉𑄮𑄃𑄨।,Past
জুনিেটাও যেন সাত কাজ থেকে বঞ্চিত হেছে,𑄎𑄪𑄚𑄪𑄠𑄮 𑄡𑄬𑄚𑄬 𑄥𑄖𑄴 𑄇𑄟𑄧𑄖𑄴𑄪𑄚𑄴 𑄃𑄏𑄮𑄢𑄴 𑄦𑄧𑄣𑄧।,Present
আসা যাওা করলে কি হবে লেজটা এখনো যা না,𑄃𑄏𑄮𑄢𑄴 𑄦𑄧𑄣𑄬 𑄇𑄨 𑄦𑄧𑄝𑄧 𑄣𑄬𑄋𑄪𑄢𑄴 𑄃𑄬𑄝𑄧 𑄚𑄧 𑄡𑄠𑄴।,Present
এক জাতী মাছ আসতেছে,𑄎𑄬𑄖𑄴 𑄟𑄥𑄴 𑄝𑄨𑄘𑄨 𑄃𑄏𑄢𑄴 𑄟𑄥𑄴 𑄃𑄬𑄣𑄧।,Present
মেঘে মেঘে বারি খা আরকি,𑄟𑄬𑄊𑄬 𑄟𑄬𑄊𑄬 𑄝𑄢𑄨 𑄈𑄠𑄴 𑄃 𑄇𑄢 𑄌𑄪𑄇𑄳𑄠𑄠𑄴।,Present
গাে গাে রোদ উঠতেছে,𑄉𑄣 𑄉𑄣 𑄢𑄮𑄘𑄴𑄠𑄮 𑄚𑄨𑄉𑄨𑄣𑄠𑄴।,Present
কালো মেঘে আকাশটা ডুবে যা,𑄇𑄣 𑄟𑄬𑄊𑄬 𑄘𑄬𑄝 𑄔𑄉𑄨 𑄡𑄠𑄴।,Present
হলুদ ভুিগুলো সুন্দর হ,𑄦𑄬𑄃𑄨𑄣𑄴 𑄞𑄪𑄃𑄨𑄠𑄚𑄨 𑄦𑄬𑄃𑄨𑄣𑄴 𑄢𑄧𑄁 𑄜𑄪𑄘𑄨 𑄘𑄮𑄣𑄴 𑄦𑄧𑄠𑄴।,Present
নদীর নালা গা ফোটে,𑄥𑄧𑄢 𑄚𑄣𑄧𑄖𑄴 𑄉𑄧𑄋𑄴 𑄜𑄪𑄘𑄬।,Present
জুনিে স্কুলে যাওা,𑄎𑄪𑄚𑄪 𑄃𑄨𑄌𑄴𑄇𑄪𑄣𑄧𑄖𑄴 𑄡𑄠𑄴 𑄃𑄬𑄎𑄬।,Present
এক দিন ক্লাস ফাকি দো মানুষরা খবর নিে আসলো যে দক্ষিণ দিকে গাড়ি চালানো হ,𑄃𑄬𑄇𑄴𑄘𑄨𑄚𑄴 𑄇𑄬𑄣𑄎𑄧 𑄥𑄧𑄟𑄎𑄳𑄠 𑄌𑄚𑄬 𑄈𑄧𑄝𑄧𑄢𑄴 𑄃𑄚𑄨𑄣𑄧 𑄘𑄧𑄊𑄨𑄚𑄬𑄘𑄨 𑄉𑄢𑄨𑄑𑄚 𑄦𑄧𑄢𑄴।,Past
সূর্য ডোবার দিন,𑄥𑄪𑄇𑄴𑄇𑄧𑄢𑄴𑄝𑄢𑄴 𑄝𑄧𑄚𑄴𑄘𑄧 𑄘𑄨𑄚𑄴।,Present
দ্রুত কলাটা খেলার সম নষ্ট হবে,𑄝𑄬𑄉𑄬 𑄇𑄧𑄣𑄇𑄴 𑄡𑄧𑄘𑄧𑄛𑄧𑄘𑄬 𑄈𑄢 𑄎𑄧𑄟𑄨𑄝𑄧।,Future
স্কুলে তেমাং হলো কে কে যাবে,𑄃𑄨𑄌𑄴𑄇𑄪𑄣𑄧𑄖𑄴 𑄖𑄬𑄟𑄴𑄟𑄁 𑄦𑄧𑄣𑄧 𑄇𑄧𑄚𑄴𑄚 𑄇𑄧𑄚𑄴𑄚 𑄡𑄬𑄝𑄧।,Future
তেমাং হলো দশ জন মিলে গাি বানানো যা,𑄖𑄬𑄟𑄴𑄟𑄁 𑄦𑄧𑄣𑄧 - 𑄘𑄧𑄥𑄴 𑄝𑄢𑄧𑄎𑄧𑄚𑄴 𑄎𑄪𑄇𑄴𑄝𑄪𑄘𑄨 𑄉𑄢𑄨𑄑𑄚 𑄡𑄬𑄝𑄇𑄴।,Present
গািটা দিন কাটতেছে,𑄉𑄢𑄨𑄑𑄚 𑄘𑄨𑄚𑄴 𑄥𑄪𑄇𑄴𑄇𑄧𑄢𑄴𑄝𑄢𑄴।,Present
আকাশটা মেঘলা,𑄘𑄬𑄝𑄝𑄱 𑄟𑄨𑄉𑄨𑄣𑄮 𑄉𑄧𑄎𑄳𑄠।,Present
মেে থাকলেও বৃষ্টি নেই,𑄟𑄬𑄇𑄴 𑄗𑄬𑄣𑄬𑄠𑄮 𑄏𑄧𑄢𑄴 𑄚𑄬𑄃𑄨 ।,Present
ব ব গাছের নিচে আসলাম,𑄝𑄧𑄢𑄴 𑄇𑄨𑄠𑄧𑄋𑄧 𑄝𑄧𑄑𑄴 𑄉𑄏𑄧 𑄖𑄧𑄣𑄬 𑄃𑄬𑄉𑄧𑄖𑄴𑄖𑄧𑄢𑄴 𑄦𑄧𑄣𑄇𑄴।,Past
সেখান থেকে আরও আধা মাইল দূরে,𑄥𑄨𑄖𑄴𑄪𑄚𑄴 𑄃𑄢𑄧 𑄃𑄙 𑄟𑄬𑄃𑄨𑄣𑄴 𑄜𑄢𑄧𑄇𑄴।,Present
.যাওা আধা ঘন্টা ধরে রাখতে পারে।,𑄡𑄘𑄬 𑄃𑄙 𑄊𑄧𑄚𑄴𑄑 𑄙𑄧𑄢𑄨 𑄛𑄢𑄬।,Present
সূর্য অস্ত যাচ্ছে,𑄝𑄬𑄣𑄚𑄴 𑄦𑄣𑄬𑄠𑄳𑄠𑄬।,Present
রোদে মলা,𑄢𑄮𑄘𑄧𑄠𑄮 𑄟𑄧𑄢 𑄟𑄧𑄢।,Present
.লম্বা গাি টানা মাা,𑄣𑄧𑄢𑄴 𑄘𑄨𑄣𑄇𑄴 𑄉𑄢𑄨𑄑𑄚 𑄟𑄧𑄇𑄳𑄠।,Present
ঢোল বাজা,𑄙𑄪𑄣𑄴 𑄝𑄏𑄬𑄢𑄴 ।,Present
সাগর মাা রে যা,𑄥𑄧𑄥𑄉𑄧𑄢𑄴 𑄟𑄚𑄴𑄎𑄳𑄠𑄧 𑄢𑄧 𑄥𑄪𑄚𑄧 𑄡𑄢𑄴।,Present
সবার কাছ থেকে মনে কর-যাওা,𑄝𑄬𑄇𑄴𑄇𑄪𑄚𑄧𑄖𑄴𑄪𑄚𑄴 𑄟𑄧𑄚𑄬 𑄇𑄧𑄢𑄴 - - 𑄡𑄘𑄨 𑄣𑄪𑄋𑄨𑄝𑄢𑄴।,Present
.গর্তে গাে কাঁটা দেওা,𑄉𑄧𑄎𑄁 𑄉𑄧𑄎𑄁 𑄦𑄘 𑄙𑄧𑄢𑄴𑄣𑄇𑄴।,Present
আরও কিছুক্ষণ পর গািটা চলবে,𑄃𑄢𑄧 𑄇𑄇𑄴𑄈𑄧𑄚𑄴 𑄎𑄬𑄢𑄬 𑄉𑄢𑄨 𑄖𑄚𑄖𑄚𑄨 𑄌𑄧𑄣𑄨𑄝𑄧।,Future
মানুষটা তোতলা,𑄟𑄚𑄪𑄌𑄴 𑄗𑄮 𑄗𑄯।,Present
জোনাকির আলো আঁধারিে আছে - কিছুক্ষণ পর পর হবে,𑄎𑄪𑄚𑄪𑄘𑄊𑄨 𑄣𑄪𑄋𑄨 𑄝𑄌𑄴𑄌𑄬𑄃𑄨 𑄃𑄊𑄧𑄚𑄴 - 𑄇𑄧𑄇𑄴𑄬𑄈 𑄦𑄧𑄝𑄧।,Future
এক জাতী মাছের দৌাদৌি,𑄃𑄘𑄬𑄇𑄳𑄠𑄉𑄧𑄢𑄨 𑄟𑄚𑄴𑄎𑄳𑄠𑄧𑄢𑄴 𑄙 𑄙𑄨 𑄥𑄪𑄢𑄪।,Present
কি হলদে,𑄇𑄨 𑄦𑄧𑄣𑄧𑄘𑄬।,Present
.জঙ্গলের মধ্যে এক জাতী মুর্খ,𑄟𑄚𑄴𑄎𑄳𑄠𑄧𑄣𑄧𑄉𑄬 𑄎𑄪𑄚𑄪𑄘𑄊𑄩 𑄏𑄢𑄧 𑄇𑄬𑄖𑄳𑄠𑄬 𑄡𑄬𑄃𑄨 𑄟𑄪𑄢𑄴 𑄉𑄪𑄏𑄨𑄣𑄇𑄴।,Present
দূরের থেকে দেখলেও দেখা যা না,𑄘𑄪𑄢𑄮𑄖𑄴𑄪𑄚𑄴 𑄘𑄬𑄊𑄬 𑄚𑄧 𑄘𑄬𑄊𑄬 𑄉𑄧𑄢𑄨 𑄢𑄧𑄣𑄇𑄴।,Present
চাঁদ যাপিা মানুষরা ধীরে ধীরে নিতেছে,𑄌𑄚𑄴𑄘𑄬 𑄡 𑄛𑄨𑄃𑄨𑄠𑄮𑄚𑄴 𑄟𑄚𑄪𑄌𑄴𑄌𑄪𑄚𑄴 𑄙𑄬𑄉𑄬 𑄙𑄬𑄉𑄬 𑄚𑄬𑄘𑄧𑄚𑄴𑄘𑄮𑄃𑄨।,Present
পিসে পিসে দশ জন হাত দিে পলো,𑄛𑄨𑄎𑄬 𑄛𑄨𑄎𑄬 𑄘𑄧𑄌𑄴 𑄝𑄢𑄧 𑄎𑄧𑄚𑄴 𑄦𑄖𑄳𑄠𑄬𑄢𑄴 𑄣𑄪𑄠𑄬 𑄉𑄧𑄢𑄨 𑄛𑄧𑄣𑄴𑄣𑄧𑄚𑄴।,Present
দূরের মািে পে দেখে আছে এত কী হলদে,𑄘𑄪𑄢𑄧𑄖𑄴𑄪𑄚𑄴 𑄟𑄚𑄴𑄎𑄳𑄠𑄧 𑄛𑄮𑄣𑄬 𑄛𑄮𑄣𑄬 𑄌𑄬𑄃𑄨 𑄃𑄊𑄧𑄚𑄴 𑄃 𑄇𑄧𑄙𑄧𑄚𑄴 𑄇𑄨 𑄦𑄧𑄣𑄧𑄘𑄬।,Present
দুইজন সেজাও খাওা,𑄘𑄨 𑄃𑄬𑄇𑄴𑄎𑄧𑄚𑄴 𑄥𑄬𑄎𑄠𑄮 𑄈𑄘𑄧𑄚𑄴।,Present
কোন জনে ভয়ে গিে গিেছে,𑄇𑄧𑄚𑄧 𑄎𑄧𑄚𑄬 𑄓𑄧𑄢𑄬 𑄉𑄨𑄢𑄴𑄉𑄨𑄢 𑄙𑄧𑄎𑄳𑄠𑄧𑄚𑄴।,Present
কোন কোন জনে বািে লা,𑄇𑄧𑄚𑄧 𑄇𑄧𑄚𑄧 𑄎𑄧𑄚𑄬 𑄊𑄧𑄢𑄴𑄟𑄮𑄇𑄳𑄠𑄬 𑄣𑄧𑄢𑄴 𑄘𑄮𑄚𑄴।,Present
"শুকর,চামা,সনা, লাল একটি বািে পানি খেলো","𑄎𑄪𑄚𑄪, 𑄌𑄚𑄴, 𑄥𑄧𑄚, 𑄢𑄋 𑄃𑄬𑄇𑄴𑄇𑄚𑄴 𑄊𑄧𑄢𑄧𑄖𑄴 𑄃𑄪𑄙𑄨 𑄛𑄚𑄨 𑄈𑄬𑄣𑄇𑄴।",Past
পানি খাওার পর এক ঝাক লোক কথা বলতে বলতে জ্ঞান পেল,𑄛𑄚𑄨 𑄈 𑄡𑄬𑄃𑄨𑄚𑄬 𑄃𑄬𑄇𑄴 𑄏𑄇𑄴 𑄟𑄚𑄪𑄌𑄴 𑄝𑄮𑄃𑄨 𑄝𑄮𑄃𑄨 𑄇𑄧𑄙 𑄇𑄧𑄙𑄧𑄚𑄴𑄘𑄬 𑄣𑄇𑄴 𑄛𑄬𑄣𑄇𑄴।,Past
মানুষরা কোথা গর্ত করেছে -কি দিনকাল পলো,𑄟𑄚𑄪𑄌𑄴𑄌𑄪𑄚𑄬 𑄇𑄪𑄠𑄮𑄝𑄪𑄣𑄧 𑄉𑄧𑄢𑄴𑄖𑄧𑄚𑄴 - 𑄇𑄨 𑄘𑄨𑄚𑄴 𑄇𑄣𑄴 𑄛𑄧𑄢𑄴𑄣𑄧।,Present
দোষ নাই দোষ নাই করে এতগুলো মানুষ একসাথে আসবে নাকি!,𑄘𑄪𑄌𑄴 𑄚𑄬𑄃𑄨 𑄘𑄌𑄴 𑄚𑄬𑄃𑄨 𑄉𑄧𑄢𑄨 𑄥𑄧𑄖𑄴 𑄥𑄧𑄖𑄴 𑄟𑄚𑄪𑄌𑄴 𑄃𑄬𑄎𑄚𑄴𑄉𑄧𑄢𑄨 𑄚𑄨𑄝𑄇𑄴 𑄚𑄨!,Future
জুনু কান পাতা শুনা আছে,𑄎𑄪𑄚𑄪 𑄇𑄚𑄴 𑄛𑄘𑄨 𑄥𑄪𑄚𑄨 𑄃𑄊𑄬।,Present
মনে মনে ভাব,𑄃 𑄟𑄧𑄚𑄬 𑄟𑄧𑄚𑄬 𑄞𑄝𑄬𑄢𑄴।,Present
একজন লোক কুকুরকে মেরে কলসে কল করছে তুমি তো সে!,𑄃𑄬𑄇𑄴𑄎𑄧𑄚𑄴 𑄟𑄚𑄪𑄌𑄴 𑄎𑄪𑄚𑄪𑄘𑄊𑄨𑄢𑄬 𑄘𑄬𑄃𑄨𑄚𑄬 𑄇𑄧𑄣𑄧 𑄛𑄪𑄖𑄴𑄣𑄧𑄇𑄴 𑄖𑄪𑄟𑄨 𑄘𑄧 𑄥𑄬𑄘𑄟𑄴𑄍𑄢!,Present
বিপদ ঘটিে আসলো,𑄓𑄧𑄢𑄬 𑄙𑄬𑄃𑄨 𑄃𑄬𑄣।,Past
হাত ধরিও না!,𑄦𑄖𑄳𑄠𑄬𑄢𑄴 𑄙𑄧𑄢𑄨 𑄚𑄧 𑄛𑄣𑄴𑄣!,Present
কথা শুনে জুারীরা চোখের পানি ফেলল,𑄇𑄧𑄙𑄠𑄚𑄴 𑄥𑄪𑄚𑄨𑄚𑄬 𑄎𑄪𑄚𑄪𑄢𑄴 𑄙𑄬𑄢𑄴𑄙𑄬𑄬𑄢𑄃𑄨 𑄌𑄮𑄊𑄧𑄛𑄚𑄨 𑄛𑄧𑄢𑄨𑄝𑄢𑄴 𑄦𑄣𑄴 𑄦𑄧𑄣𑄧।,Past
কোন রকমে আমাকে রাা করলো,𑄇𑄧𑄚𑄧 𑄝𑄝𑄧𑄘𑄬 𑄃𑄟𑄧𑄚𑄧𑄢𑄬 𑄢𑄳𑄦 𑄟𑄚𑄬𑄣𑄧।,Past
পানি খেে গািে পাখানা করল,𑄛𑄚𑄨 𑄙𑄬𑄬𑄃𑄨 𑄈𑄃𑄨 𑄉𑄢𑄨𑄖𑄚 𑄟𑄧𑄇𑄳𑄠 𑄦𑄘 𑄘𑄨𑄣𑄇𑄴।,Past
সূর্য অস্ত যাচ্ছে এবং গািটা নেমে যাচ্ছে,𑄌𑄚𑄴𑄘𑄬 𑄥𑄧𑄖𑄴 𑄥𑄧𑄖𑄴 𑄟𑄚𑄪𑄌𑄴 𑄃𑄢𑄧 𑄉𑄢𑄨𑄑𑄚 𑄟𑄧𑄇𑄳𑄠 𑄃𑄬𑄎 𑄙𑄧𑄎𑄳𑄠𑄧𑄚𑄴।,Present
বিেতে কি হলো কী হলো,𑄝𑄨𑄣𑄬 𑄇𑄨 𑄦𑄧𑄣𑄧 - 𑄇𑄨 𑄦𑄧𑄣𑄧!,Past
শীতে শরীর কাপ পে গেছে,𑄬𑄎𑄢𑄬 𑄟𑄳𑄦𑄬𑄖𑄴 𑄛𑄬𑄣𑄇𑄴 𑄞𑄪𑄣𑄴 𑄞𑄪𑄌𑄴 𑄛 𑄛𑄨 𑄦𑄪𑄠𑄬 ।,Present
পলোন কমাা কেউ কান ভারী করে দে,𑄛𑄧𑄣𑄴𑄣𑄧𑄚𑄧 𑄇𑄧𑄟𑄚𑄴𑄘𑄎𑄳𑄠𑄢𑄬 𑄇𑄧𑄚𑄧𑄎𑄧𑄚𑄬 𑄇𑄚𑄴 𑄉𑄮𑄢𑄴 𑄉𑄧𑄢𑄨 𑄘𑄮𑄚𑄴𑄘𑄮𑄃𑄨।,Present
এখন সূর্য অস্ত যাচ্ছে,𑄥𑄬𑄇𑄴𑄬 𑄝𑄬𑄣𑄴 𑄓𑄪𑄝𑄧𑄁 𑄓𑄪𑄝𑄧𑄁।,Present
যা গর্ত আছে সেখানে গািটা টানি করে আছে,𑄡 𑄃𑄧𑄇𑄴𑄖𑄧 𑄬𑄃𑄣𑄧 - 𑄥𑄨𑄠𑄚𑄧𑄖𑄴 𑄉𑄢𑄨𑄑𑄚 𑄑𑄚𑄨 𑄉𑄧𑄢𑄨𑄚𑄬 𑄃𑄠𑄮𑄌𑄴 𑄃𑄠𑄮𑄌𑄴 𑄛𑄪𑄢𑄬𑄃𑄨 𑄣𑄇𑄴 ।,Present
গািটা থেকে ফিরে আসতেছে,𑄉𑄢𑄨𑄖𑄚𑄖𑄴𑄪𑄚𑄴 𑄜𑄨𑄢𑄨 𑄬𑄃𑄖𑄴𑄖𑄬 𑄥𑄌𑄴 𑄉𑄧𑄋𑄨 𑄉𑄬𑄣𑄧।,Present
জোনাকির মাথা এক গুচ্ছ চিমটা ধরলো,𑄎𑄪𑄚𑄪 𑄟𑄙𑄖𑄴 𑄬𑄃𑄇𑄴 𑄏𑄇𑄴 𑄌𑄨𑄙𑄬 𑄊𑄨𑄢𑄨 𑄙𑄧𑄢𑄴𑄣𑄧।,Past
