chakma,bangla
"𑄜𑄪𑄣𑄴 𑄝𑄢𑄬𑄁, 𑄝𑄢𑄬𑄁, 𑄇𑄣𑄴𑄣𑄮𑄁, 𑄓𑄨𑄋𑄨𑄢𑄬, 𑄜𑄣𑄨, 𑄇𑄌𑄴𑄌𑄬𑄁, 𑄇𑄪𑄢𑄪𑄟𑄴, 𑄛𑄮𑄇𑄴𑄳𑄠𑄬, 𑄣𑄬𑄃𑄨, 𑄃𑄳𑄦𑄢𑄨, 𑄝𑄬𑄢, 𑄈𑄎, 𑄏𑄉, 𑄥𑄟𑄴𑄟𑄱, 𑄖𑄮𑄣𑄮𑄃𑄨, 𑄥𑄝𑄢, 𑄑𑄨𑄝𑄨𑄖𑄴, 𑄟𑄬𑄎𑄁, 𑄣𑄪𑄃𑄨, 𑄛𑄇𑄴𑄇𑄮𑄚𑄴, 𑄇𑄪𑄣𑄧, 𑄥𑄣𑄮𑄚𑄴, 𑄇𑄣𑄨 𑄌𑄝𑄢, 𑄘𑄪𑄛𑄴, 𑄌𑄬𑄃𑄨, 𑄝𑄨𑄎𑄮𑄚𑄴, 𑄘𑄪𑄣𑄮𑄚𑄴, 𑄔𑄉𑄮𑄚𑄨, 𑄇𑄮𑄇𑄴𑄇𑄮𑄢𑄬𑄁, 𑄇𑄪𑄢𑄳𑄦𑄧 𑄝𑄳𑄦 , 𑄛𑄘𑄨, 𑄇𑄬𑄝, 𑄎𑄪𑄢𑄴𑄉𑄮, 𑄛𑄬𑄢𑄴𑄝𑄱, 𑄇𑄢𑄁, 𑄙𑄪𑄣𑄧, 𑄃𑄨𑄎𑄬𑄟𑄧𑄎𑄨,",".পুে বারেং, বারেং,পুে,পুে,শুে,পুে,শুে,পুে,শুে,শুে,শুে,পুে,শুে,শুে,শুে,শুে,পুে,শুে,শুে,পুে,পুে,পুে,পুে,শুে,পুে,পুে,শুে,পুে,ওা,ওা,পুে,শু"
"𑄌𑄧𑄢𑄴𑄉, 𑄌𑄧𑄢𑄴𑄉𑄨, 𑄚𑄘𑄬𑄃𑄨, 𑄣𑄋, 𑄜𑄣𑄴, 𑄢𑄧𑄘𑄧𑄁 𑄝𑄌𑄴, 𑄖𑄉𑄧𑄣𑄧𑄇𑄴, 𑄖𑄪𑄢𑄴𑄌𑄪𑄟𑄮, 𑄖𑄟𑄴𑄟𑄱 𑄝𑄌𑄴, 𑄖𑄢𑄟𑄴, 𑄝𑄧𑄉𑄧𑄣 𑄝𑄌𑄴, 𑄥𑄪𑄌𑄴𑄌𑄬𑄇𑄴 𑄝𑄌𑄴, 𑄏𑄧𑄘𑄧𑄚𑄨 𑄝𑄌𑄴, 𑄝𑄧𑄇𑄙𑄨, 𑄖𑄌𑄴𑄌𑄨𑄌𑄟𑄴, 𑄝𑄨𑄠𑄮𑄋𑄴, 𑄥𑄪𑄘𑄧𑄚𑄧𑄣𑄨, 𑄢𑄬𑄏𑄨, 𑄟𑄮𑄟𑄴, 𑄌𑄳𑄠𑄬𑄋𑄴, 𑄑𑄇𑄴𑄇𑄮, 𑄇𑄪𑄘𑄪𑄇𑄴𑄇𑄘, 𑄖𑄢𑄟𑄴, 𑄝𑄬𑄚𑄮𑄉𑄧𑄢𑄴, 𑄃𑄣𑄟𑄴,","১. চরকা, চরকা, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, তামাকের বাঁশ, বিে, তামাকের বাঁশ, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, তামাকের বাঁশ, তািাঙিে বািে,"
𑄝𑄪𑄚𑄧𑄇𑄘,বুনন
"𑄃𑄣𑄟𑄴, 𑄛𑄨𑄚𑄮𑄚𑄴, 𑄈𑄘𑄨, 𑄈𑄧𑄝𑄧𑄋𑄴, 𑄎𑄪𑄟𑄴𑄟𑄮 𑄥𑄨𑄣𑄪𑄟𑄴, 𑄖𑄬𑄚𑄳𑄠𑄇𑄚𑄨, 𑄉𑄚𑄴𑄎𑄇𑄚𑄨, 𑄦𑄖𑄴𑄇𑄝𑄧𑄢𑄴, 𑄇𑄧𑄌𑄴𑄎𑄣𑄴, 𑄝𑄮𑄢𑄴𑄉𑄨, 𑄟𑄝𑄣𑄢𑄴, 𑄃𑄨𑄠𑄧𑄇𑄴, 𑄛𑄎𑄢","আলম, পিনন, খাদি, খাগা, তাস, তাস, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, কাপ, হাত কাপ, হাত কাপ"
"𑄃𑄬𑄇𑄴𑄝𑄬𑄠𑄬 𑄜𑄪𑄣𑄴, 𑄖𑄨𑄚𑄴𑄝𑄬𑄠𑄬 𑄜𑄪𑄣𑄴, 𑄛𑄌𑄴𑄝𑄬𑄠𑄬 𑄜𑄪𑄣𑄴, 𑄥𑄖𑄴𑄝𑄬𑄠𑄬 𑄜𑄪𑄣𑄴, 𑄘𑄧𑄌𑄴𑄝𑄬𑄠𑄬 𑄜𑄪𑄣𑄴, 𑄥𑄮𑄣𑄧𑄝𑄬𑄠𑄬𑄜𑄪𑄣𑄴, 𑄝𑄨𑄉𑄪𑄚𑄴𑄝𑄨𑄎𑄨𑄜𑄪𑄣𑄴, 𑄇𑄪𑄢𑄮𑄌𑄮𑄇𑄴, 𑄖𑄬𑄘𑄮𑄃𑄨 𑄝𑄨𑄎𑄨, 𑄛𑄬𑄎 𑄌𑄮𑄇𑄴, 𑄝𑄊𑄧𑄇𑄮𑄌𑄴, 𑄦𑄎𑄧 𑄒𑄬𑄋𑄴, 𑄝𑄨𑄣𑄬𑄠𑄮𑄇𑄪𑄌𑄴, 𑄥𑄝𑄧 𑄇𑄋𑄬𑄣𑄴, 𑄟𑄧𑄎𑄧𑄢 𑄜𑄪𑄣𑄴, 𑄥𑄟𑄴𑄟𑄱𑄣𑄬𑄌𑄴, 𑄦𑄢𑄴, 𑄓𑄨𑄇𑄴, 𑄝𑄬𑄋𑄇𑄧𑄋, 𑄣𑄢𑄬𑄣𑄛𑄴𑄛𑄭 𑄥𑄝𑄮𑄉𑄨, 𑄌𑄮𑄇𑄴, 𑄇𑄧𑄎𑄧 𑄜𑄪𑄣𑄴, 𑄝𑄘𑄨𑄡𑄪𑄇𑄴𑄳𑄠,","এক জাতী ফুল,তিন জনে ফুল,তিন জনে ফুল,এক জাতী ফুল,এক জাতী ফুল,বিগুে ফুল,বিগুে ফুল,এক জাতী ফুল,বিগুে ফুল,এক জাতী ফুল,বিগুে ফুল,এক জাতী ফুল,এক জাতী ফুল,বিগুে ফুল,এক জাতী ফুল,বিগুে ফুল,এক জাতী ফুল,বিগুে ফুল,বিগুে ফুল,বিগুে ফুল,এক জাতী ফুল,এক জাতী ফুল,এক জাতী ফুল,এক জাতী ফুল,"
𑄈𑄚-𑄘𑄚,খাওা-দাওা
"𑄖𑄝𑄘𑄳𑄠, 𑄥𑄨𑄇𑄴𑄳𑄠, 𑄇𑄬𑄝𑄋𑄴, 𑄃𑄪𑄌𑄴𑄳𑄠, 𑄉𑄪𑄘𑄬𑄠𑄳𑄠, 𑄛𑄪𑄌𑄴𑄎𑄳𑄠, 𑄈𑄧𑄣-𑄉𑄮𑄌𑄴𑄎𑄳𑄠, 𑄞𑄎, 𑄢𑄚𑄴𑄳𑄠, 𑄉𑄮𑄢𑄚𑄴, 𑄛𑄮𑄉𑄮𑄚𑄧𑄖𑄴-𑄘𑄳𑄠, 𑄛𑄪𑄉𑄮𑄣𑄧𑄇𑄧𑄖𑄴-𑄘𑄳𑄠, 𑄇𑄮𑄢𑄴𑄝𑄱, 𑄏𑄪𑄣𑄴, 𑄘𑄪𑄢𑄴𑄥𑄨𑄎𑄬𑄠𑄬, 𑄊𑄖𑄴𑄳𑄠, 𑄌𑄨𑄘𑄮𑄣𑄴𑄖𑄮𑄚𑄴, 𑄟𑄨𑄙𑄪𑄇𑄴𑄇𑄬𑄠𑄬, 𑄈𑄨𑄌𑄪𑄢𑄨, 𑄥𑄨𑄊𑄟,","তাবাা, সিকা, গুো, গুো, গুো, গুো, গুো, গুো, গুো, গুো, গুো, গুো, গুো, কুো, গুো, গুো, গুো, গুো, গুো, গুো, কুো, গুো, গুো, গুো, গুো, গুো, গুো, গুো,সুোা, ভাজা, সমুকো,"
𑄙𑄚𑄧 𑄚𑄋𑄴,ধানের না
"𑄉𑄪𑄢𑄨, 𑄃𑄟𑄬𑄃𑄨, 𑄌𑄨𑄉𑄮𑄚𑄴 𑄢𑄬𑄋𑄴𑄉𑄮𑄃𑄨, 𑄝𑄧𑄢𑄴 𑄢𑄬𑄋𑄴𑄉𑄮𑄃𑄨, 𑄟𑄬𑄣𑄳𑄦𑄬, 𑄛𑄖𑄴𑄨𑄉𑄨, 𑄗𑄪𑄘𑄧 𑄛𑄖𑄴𑄨𑄉𑄨, 𑄇𑄟𑄢𑄋𑄴, 𑄞𑄪𑄛𑄴𑄮𑄃𑄨, 𑄉𑄬𑄣𑄧𑄋𑄴, 𑄇𑄧𑄝𑄧𑄢𑄧𑄇𑄴, 𑄝𑄙𑄮𑄃𑄨, 𑄝𑄚𑄴𑄘𑄧𑄢𑄧𑄚𑄧𑄇𑄴 𑄝𑄨𑄚𑄨, 𑄦𑄧𑄢𑄨𑄋𑄴 𑄝𑄨𑄚𑄨, 𑄉𑄪𑄇𑄣 𑄝𑄨𑄚𑄨, 𑄣𑄧𑄋𑄴𑄇𑄛𑄧𑄢 𑄝𑄨𑄚𑄨, 𑄇𑄪𑄉𑄨 𑄝𑄨𑄚𑄨, 𑄝𑄋𑄣𑄴 𑄝𑄨𑄚𑄨, 𑄗𑄪𑄟𑄴𑄝𑄌𑄴 𑄝𑄨𑄚𑄨, 𑄥𑄨𑄘𑄨𑄢𑄬 𑄝𑄨𑄚𑄨, 𑄇𑄧𑄝 𑄝𑄨𑄚𑄨, 𑄗𑄨𑄝𑄨𑄢𑄬 𑄝𑄨𑄚𑄨, 𑄟𑄢𑄨𑄌𑄳𑄠𑄬 𑄝𑄨𑄚𑄨, 𑄝𑄧𑄢𑄴 𑄃𑄨𑄢𑄨, 𑄌𑄨𑄚𑄬 𑄃𑄨𑄢𑄨, 𑄛𑄭𑄎𑄟𑄴, 𑄇𑄣𑄳𑄠𑄎𑄨𑄢𑄬, 𑄛𑄚𑄴𑄎𑄙𑄨𑄢𑄨, 𑄌𑄨𑄚𑄬𑄣𑄴","গুঁি বিনি,মিষ্টি বিনি,মিষ্টি বিনি,মিষ্টি কুমি,মিষ্টি কুমি,মিষ্টি কুমি,মিষ্টি কুমি,মিষ্টি কুমি,মিষ্টি কুমি,মিষ্টি কুমা"
𑄝𑄩𑄥𑄴𑄝𑄨𑄎𑄨𑄘𑄨 𑄚𑄋𑄴,বিস্মসূচক শব্দ
"𑄥𑄪𑄘𑄧, 𑄉𑄮𑄌𑄴𑄳𑄠, 𑄇𑄣 𑄉𑄮𑄌𑄴𑄳𑄠, 𑄢𑄋 𑄉𑄮𑄌𑄴𑄳𑄠, 𑄚𑄉 𑄉𑄮𑄌𑄴𑄳𑄠, 𑄦𑄧𑄢𑄧𑄣𑄴, 𑄓𑄪𑄟𑄮𑄢𑄴𑄥𑄧𑄟𑄨, 𑄟𑄧𑄇𑄴𑄳𑄠, 𑄎𑄬𑄘𑄬𑄚, 𑄇𑄮𑄚𑄴, 𑄎𑄪𑄢𑄧𑄃𑄣𑄪, 𑄇𑄬𑄌𑄴𑄝𑄨𑄎𑄨, 𑄛𑄪𑄏𑄨, 𑄥𑄝𑄢𑄁, 𑄟𑄬𑄠𑄬𑄥𑄇𑄴, 𑄟𑄧𑄢𑄨𑄌𑄴, 𑄢𑄬𑄭𑄥𑄇𑄴, 𑄟𑄪𑄣𑄧𑄥𑄇𑄴, 𑄥𑄧𑄥𑄳𑄠𑄧, 𑄟𑄢𑄴𑄟, 𑄌𑄨𑄚𑄴𑄘𑄨𑄢𑄬, 𑄜𑄧𑄣𑄴, 𑄇𑄰𑄘𑄳𑄠, 𑄇𑄮𑄉𑄬𑄠, 𑄇𑄪𑄟𑄪𑄢𑄧, 𑄥𑄪𑄉𑄪𑄢𑄨𑄉𑄪𑄣𑄮, 𑄇𑄧𑄘𑄪𑄉𑄪𑄣𑄮, 𑄖𑄧𑄢𑄴𑄟𑄮𑄌𑄴, 𑄛𑄨𑄣𑄬𑄉𑄪𑄣𑄮, 𑄝𑄨𑄉𑄪𑄚𑄴, 𑄏𑄨𑄉𑄬, 𑄛𑄮𑄢𑄮𑄣𑄴, 𑄈𑄧𑄢𑄧𑄝𑄨𑄉𑄪𑄚𑄴, 𑄔𑄉𑄍𑄧𑄟𑄨, 𑄛𑄧𑄖𑄧𑄣𑄴, 𑄝𑄌𑄴,","এক জাতী গোা, কালো গোা, কালো গোা, শুকর, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, কুমা, শিম, কুাাা,"
𑄃𑄣𑄪-𑄇𑄪𑄎𑄪,আলু কচু
"𑄟𑄪 𑄃𑄣𑄪, 𑄘𑄪𑄛𑄴 𑄛𑄨𑄣𑄬 𑄃𑄣𑄪, 𑄢𑄋 𑄛𑄨𑄣𑄬 𑄃𑄣𑄪, 𑄍𑄉𑄧𑄣𑄧𑄘𑄪𑄖𑄴 𑄃𑄣𑄪, 𑄥𑄨𑄟𑄬𑄭 𑄃𑄣𑄪, 𑄥𑄪𑄉𑄪𑄢𑄨 𑄃𑄣𑄪, 𑄦𑄬𑄘𑄧 𑄘𑄝𑄚 𑄃𑄣𑄪, 𑄢𑄬𑄋𑄴, 𑄇𑄮𑄋𑄬𑄁 𑄃𑄣𑄪, 𑄛𑄚𑄴 𑄃𑄣𑄪, 𑄢𑄟𑄴 𑄃𑄣𑄪, 𑄘𑄳𑄠𑄧 𑄃𑄣𑄪, 𑄦𑄧𑄢𑄨𑄋𑄴 𑄛𑄚𑄴 𑄃𑄣𑄪, 𑄖𑄖𑄴 𑄃𑄣𑄪, 𑄢𑄟𑄴𑄛𑄘𑄧 𑄃𑄣𑄪, 𑄃𑄪𑄣𑄴 𑄇𑄪𑄎𑄪, 𑄚𑄢𑄨𑄇𑄪𑄣𑄴 𑄇𑄪𑄎𑄪, 𑄥𑄟𑄴𑄟𑄱 𑄇𑄪𑄎𑄪, 𑄟𑄪-𑄢𑄋 𑄇𑄪𑄎𑄪, 𑄝𑄧𑄙 𑄇𑄪𑄎𑄪, 𑄍𑄧 𑄇𑄪𑄎𑄪, 𑄉𑄮𑄢𑄬𑄃𑄨 𑄇𑄪𑄎𑄪, 𑄦𑄬𑄢 𑄇𑄪𑄎𑄪, 𑄟𑄚𑄴 𑄇𑄪𑄎𑄪, 𑄝𑄨𑄣𑄴𑄧 𑄇𑄪𑄎𑄪, 𑄖𑄨𑄘𑄬 𑄇𑄪𑄎𑄪, 𑄣𑄮𑄋𑄴𑄖𑄬 𑄇𑄪𑄎𑄪, 𑄝𑄧𑄚𑄴𑄘𑄪𑄇𑄴 𑄇𑄪𑄎𑄪, 𑄝𑄨𑄌𑄴 𑄇𑄪𑄎𑄪, 𑄎𑄢𑄴𑄝𑄱 𑄃𑄪𑄣𑄴𑄇𑄪𑄎𑄪","এক জাতী আলু, সবুজ শিমের আলু, কালো শিমের আলু, রাম আলু, শিমের আলু, সবুজ আলু, গোরের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, বিালের আলু, রাম আলু, শুকরের আলু, রাম আলু,ব আলু, ব আলু, খেে কুা"
𑄢𑄧𑄋𑄧 𑄚𑄋𑄴,রঙের ন্যাকা
"𑄇𑄣, 𑄢𑄋, 𑄙𑄪𑄛𑄴, 𑄥𑄨𑄘𑄨𑄢𑄬, 𑄌𑄮𑄌𑄴, 𑄦𑄬𑄣𑄴, 𑄍𑄬𑄠𑄳𑄠𑄬, 𑄝𑄨𑄉𑄪𑄚𑄨𑄜𑄪𑄣𑄳𑄠, 𑄏𑄨𑄉𑄬𑄜𑄪𑄣𑄳𑄠, 𑄖𑄧𑄘𑄬𑄉𑄧𑄜𑄮𑄢𑄴, 𑄜𑄮𑄖𑄜𑄮𑄖𑄳𑄠, 𑄢𑄬𑄎𑄧𑄟𑄴, 𑄇𑄧𑄟𑄧𑄣, 𑄝𑄌𑄴𑄛𑄘, 𑄃𑄉𑄏𑄧, 𑄎𑄧𑄣𑄴, 𑄛𑄪𑄎𑄮𑄇𑄴𑄝𑄨𑄎𑄨, 𑄙𑄪𑄚𑄴𑄘𑄧𑄝𑄨𑄎𑄨, 𑄝𑄨𑄚𑄨, 𑄟𑄧𑄢𑄨𑄌𑄴 𑄛𑄉𑄚, 𑄦𑄮𑄣𑄮𑄘𑄳𑄠, 𑄟𑄘𑄨 𑄢𑄧𑄁, 𑄎𑄢𑄮𑄣𑄴𑄜𑄪𑄣𑄳𑄠, 𑄚𑄨𑄣𑄴, 𑄙𑄧𑄣𑄧𑄌𑄳𑄠𑄬, 𑄇𑄣𑄧𑄌𑄳𑄠𑄬, 𑄉𑄮𑄣𑄛𑄨, 𑄜𑄨𑄠𑄎𑄨, 𑄟𑄧𑄚, 𑄌𑄨𑄇𑄴𑄌𑄨𑄇𑄳𑄠, 𑄛𑄚𑄳𑄠",". কালো, লাল, সাদা, নীল, সবুজ, সাদা, কালো, হলুদ, কালো, কালো, সাদা, কালো, সাদা, কালো, কালো, সাদা, কালো, কালো, কালো, সাদা, কালো, সাদা, কালো"
"𑄛𑄪𑄇𑄴, 𑄛𑄧𑄎𑄨𑄟𑄴, 𑄃𑄪𑄖𑄴𑄧𑄢𑄴, 𑄘𑄮𑄊𑄨𑄚𑄴, 𑄃𑄨𑄌𑄚𑄴, 𑄝𑄠𑄪, 𑄃𑄧𑄇𑄴𑄚𑄨, 𑄚𑄰𑄢𑄧𑄖𑄴, 𑄃𑄇𑄌𑄴,𑄛𑄖𑄣𑄴।","পোকা,পজ্জোন,উত্তর,ডান,আকাশ,আকাশ,আঁকা,আকাশ, পাতাল"
𑄘𑄨𑄚𑄴,"দিন, দিবস"
"𑄢𑄧𑄝𑄨, 𑄥𑄧𑄟𑄴, 𑄟𑄧𑄋𑄴𑄉𑄧𑄣𑄴, 𑄝𑄪𑄖𑄴, 𑄝𑄨𑄥𑄪𑄛𑄴, 𑄥𑄪𑄇𑄴𑄧𑄢𑄴, 𑄥𑄧𑄚𑄨 ।","রবি, মঙ্গল,বুো,বিস্ম,সুস্ম,সুস্ম"
"𑄝𑄰𑄎𑄬𑄇𑄴, 𑄎𑄬𑄖𑄴, 𑄃𑄏𑄢𑄴, 𑄥𑄉𑄮𑄚𑄴, 𑄞𑄘𑄧, 𑄃𑄏𑄨𑄚𑄴, 𑄇𑄘𑄨, 𑄃𑄊𑄮𑄚𑄴, 𑄛𑄮𑄌𑄴, 𑄟𑄇𑄴, 𑄜𑄉𑄮𑄚𑄴, 𑄌𑄰𑄖𑄴 ।","বৈদ্য, বৈদ্য, বৈদ্য, বৈদ্য, বৈদ্য, আঁটি, পাহা, পাহা, পাহা, পাহা, পাহা, পাহা, পাহা, পাহা"
𑄝𑄰𑄎𑄬𑄇𑄴 - 𑄎𑄬𑄖𑄴 𑄘𑄨𑄟𑄌𑄴 𑄉𑄧𑄢𑄧𑄟𑄴 𑄢𑄨𑄖𑄴,বৈদ্য - জ্যোতিষী
𑄃𑄏𑄢𑄴 - 𑄥𑄉𑄮𑄚𑄴 𑄘𑄨𑄟𑄌𑄴 𑄝𑄢𑄨𑄎𑄳𑄠𑄬 𑄢𑄨𑄖𑄴,আছার-সাবান দিে বাতাস বছে
𑄞𑄘𑄧 - 𑄃𑄏𑄨𑄚𑄴 𑄘𑄨𑄟𑄌𑄴 𑄏𑄧𑄖𑄴 𑄢𑄨𑄖𑄴,ভাদ-আনি নদীর স্রোতে রিত
𑄇𑄘𑄨 - 𑄃𑄉𑄮𑄚𑄴 𑄘𑄨𑄟𑄌𑄴 𑄛𑄨𑄣𑄋𑄴 𑄢𑄨𑄖𑄴,কাপ দিে দিে হাঁটা
𑄛𑄮𑄌𑄴 - 𑄟𑄇𑄴 𑄘𑄨𑄟𑄌𑄴 𑄎𑄢𑄧 𑄢𑄨𑄖𑄴,পোা মাছ দিে শীতকালীন রিত
𑄜𑄉𑄮𑄚𑄴 - 𑄌𑄰𑄖𑄴 𑄘𑄨𑄟𑄌𑄴 𑄃𑄨𑄚𑄴𑄘𑄳𑄠𑄥𑄧𑄟𑄴 𑄢𑄨𑄖𑄴,ফানুস-চূা দিে দিে বাতাস বেছে
𑄣𑄪𑄇𑄴𑄇𑄪𑄘𑄪𑄟𑄴𑄧,"লুকিে থাকা, লুকিে থাকা"
"𑄛𑄨𑄎𑄪, 𑄃𑄖𑄳𑄠 (𑄃𑄎𑄪), 𑄝𑄧𑄢𑄧𑄋 𑄝𑄬𑄞𑄬𑄭), 𑄝𑄛𑄴, 𑄟, 𑄎𑄬𑄖𑄴𑄗 (𑄎𑄨𑄙𑄪), 𑄎𑄬𑄘𑄬𑄋 (𑄎𑄬𑄙𑄬𑄭), 𑄈𑄪𑄖𑄴𑄮 (𑄇𑄇𑄴𑄈), 𑄈𑄪𑄢𑄧𑄋 (𑄈𑄪𑄢𑄨), 𑄟𑄰𑄣𑄳𑄠 (𑄟𑄟𑄪), 𑄟𑄟𑄨, 𑄟𑄰𑄖𑄳𑄠𑄣 (𑄟𑄰𑄏𑄳𑄠), 𑄟𑄰𑄎𑄳𑄠𑄋 (𑄟𑄪𑄏𑄨), 𑄛𑄨𑄖𑄴𑄳𑄠𑄣 (𑄛𑄨𑄏𑄳𑄠), 𑄛𑄨𑄏𑄋 (𑄛𑄨𑄏𑄬𑄭), 𑄥𑄮𑄢𑄴, 𑄥𑄮𑄢𑄨, 𑄖𑄣𑄮𑄃𑄨, 𑄖𑄣𑄮𑄚𑄨, 𑄝𑄨𑄠𑄬𑄭, 𑄝𑄨𑄠𑄬𑄚𑄨, 𑄚𑄧𑄚𑄴𑄌𑄮𑄌𑄴, 𑄎𑄣𑄴, 𑄝𑄬𑄭𑄎𑄮𑄢𑄴, 𑄘𑄨𑄠𑄮𑄢𑄴, 𑄚𑄧𑄚𑄧𑄚𑄴, 𑄥𑄣, 𑄥𑄣𑄨, 𑄝𑄬𑄃𑄨, 𑄞𑄮𑄚𑄴, 𑄞𑄮𑄌𑄴, 𑄚𑄬𑄇𑄴, 𑄟𑄮𑄇𑄴, 𑄛𑄪𑄠𑄮, 𑄏𑄨, 𑄞𑄉𑄨𑄚𑄳𑄠, 𑄚𑄘𑄨𑄚𑄴, 𑄛𑄪𑄘𑄨𑄚𑄴 ।","পিসী, পিসী, পিসী, পিসী, পিসী, পিসী, পিসে, পিসে, পিসে, পিসে, পিসে, পিসে, পিসে, পিসে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, বিে, পিসে, পিসে, পিসে, পিসে, পিসে, পিসে, পিসে, পিসেমশাই, পিসে, পিসে, পিসে"
𑄃𑄟 𑄘𑄬𑄏𑄧 𑄎𑄖𑄨𑄠𑄧 𑄌𑄨𑄚𑄴𑄛𑄮𑄎𑄳𑄠,আমাদের দেশের মানুষ চিনবে
𑄉𑄪𑄣𑄴𑄌𑄮𑄙𑄮𑄢𑄨 𑄃𑄟𑄳𑄦 𑄘𑄬𑄏𑄧𑄢𑄴 𑄎𑄖𑄩𑄠𑄧 𑄛𑄬𑄇𑄴 ।,এক জাতী পাখি
𑄥𑄛𑄴𑄣 𑄃𑄟𑄳𑄦 𑄘𑄬𑄏𑄧𑄢𑄴 𑄎𑄖𑄩𑄠𑄧 𑄜𑄪𑄣𑄴 ।,এক জাতী ফুল
𑄇𑄖𑄴𑄗𑄮𑄣𑄴 𑄃𑄟𑄳𑄦 𑄘𑄬𑄏𑄧𑄢𑄴𑄴 𑄎𑄖𑄩𑄠𑄧 𑄉𑄪𑄣𑄧।,কাঁঠালটা আমাদের দেশের জাতী জাতী
𑄃𑄨𑄣𑄨𑄌𑄴 𑄃𑄟𑄳𑄦 𑄘𑄬𑄏𑄧𑄢𑄴 𑄎𑄖𑄩𑄠𑄧 𑄟𑄌𑄴 ।,ইলিশ আমাদের দেশের জাতী মাছ
𑄝𑄇𑄴 𑄃𑄟𑄳𑄦 𑄘𑄬𑄏𑄧𑄢𑄴𑄴 𑄎𑄖𑄩𑄠𑄧 𑄦𑄬𑄟𑄚𑄴 ।,বািটা আমাদের গ্রামের মানুষ
𑄖𑄬𑄋𑄴 𑄖𑄬𑄋𑄧𑄢𑄨 𑄖𑄬𑄋𑄴 𑄖𑄬𑄋𑄧𑄢𑄨,এদিক সেদিক দৌাদৌি
𑄇𑄎𑄳𑄠 𑄌𑄢𑄣𑄧 𑄞𑄖𑄴 𑄘𑄨𑄝𑄳𑄠 𑄢𑄚𑄴 ।,কাঁচা চারাল ভাত দিে দিে রান্না করা
𑄞𑄪𑄎𑄨 𑄡𑄬𑄠𑄬 𑄌𑄮𑄣𑄴 𑄈𑄢,ভুনা দিে চাল খাওা
𑄘𑄘 𑄡𑄬𑄠𑄬 𑄟𑄮𑄌𑄴 𑄌𑄧𑄢,দাদা যে মাছ চা
𑄘𑄘 𑄟𑄮𑄇𑄴𑄱 𑄘𑄨𑄊𑄮𑄣𑄴 𑄌𑄪𑄣𑄴,দাদা মেেটা লম্বা চুল
𑄝𑄚𑄴𑄘𑄬 𑄝𑄚𑄴𑄘𑄬 𑄌𑄝 𑄛𑄮𑄣𑄴 ।,বাঁশের ফালি দিে চামা পোা
𑄌𑄝 𑄉𑄌𑄴𑄱𑄖𑄴 𑄖𑄧𑄣𑄬 𑄃𑄨𑄇𑄴𑄱 𑄦𑄧𑄢𑄨𑄋𑄴 𑄌𑄧𑄢𑄬,চাটা গাছের নিচে একটা হরিণ থাকে
"𑄦𑄧𑄢𑄨𑄋𑄴 𑄚𑄧𑄠𑄴 𑄌𑄧𑄋𑄧𑄢, 𑄌𑄮𑄉𑄮𑄛𑄘 𑄞𑄧𑄋𑄧𑄢 ।","হরিণ না চংরা, ছোট ব ব ব"
’’𑄍𑄧‘‘ 𑄢𑄨𑄘𑄧𑄢𑄴 𑄝𑄧𑄠𑄚𑄴,ছার বৃষ্টি
𑄃𑄟𑄴 𑄇𑄖𑄴𑄗𑄮𑄣𑄴 𑄛𑄉𑄚,আম কাঁঠাল বানানো
𑄛𑄠𑄴 𑄉𑄧𑄢𑄧𑄟𑄴 𑄢𑄨𑄖𑄴 𑄃𑄬𑄣𑄬 ।,পাে গরম রাত আসলে
𑄝𑄬𑄋𑄴 𑄓𑄧𑄉𑄧𑄢𑄧𑄚𑄴 𑄇𑄧𑄢𑄧𑄇𑄴 𑄇𑄧𑄢𑄧𑄇𑄴,ব ব শব্দ
𑄝𑄢𑄨𑄎𑄳𑄠 𑄝𑄘𑄧𑄣𑄬 ।,বৃষ্টি পরতেছে
𑄇𑄬𑄌𑄴𑄳𑄠 𑄜𑄪𑄣𑄴 𑄜𑄪𑄘𑄨 𑄡𑄚𑄴,.কাঁকা ফুল ফুটে যা
𑄏𑄧𑄖𑄴 𑄢𑄨𑄖𑄴 𑄃𑄬𑄣𑄬 ।,ঝগাতে আসলে
