Fourth Division,First Division
আলাদা করা,𑄜𑄢𑄧𑄇𑄴 𑄉𑄧𑄢𑄚𑄳𑄦
তারা একটা কেদারা আলাদা করে বসছে,𑄖𑄢𑄳𑄦 𑄃𑄬𑄇𑄴𑄊𑄚𑄴 𑄝𑄬𑄁𑄥𑄨 𑄜𑄢𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄝𑄪𑄌𑄴𑄍𑄮𑄚𑄴
লেখাগুলো দূরত্ব করে লিখো,𑄣𑄬𑄊𑄃𑄚𑄨 𑄜𑄢𑄧𑄇𑄴 𑄜𑄢𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄣𑄬𑄇𑄴
চারাগুলো দূরত্ব করে রোপন করত ভালো হতো,𑄌𑄢𑄃𑄳𑄦𑄪𑄚𑄴 𑄜𑄢𑄧𑄇𑄴 𑄜𑄢𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄣𑄉𑄬𑄘𑄇𑄴 𑄘𑄮𑄣𑄴 𑄦𑄪𑄣𑄪𑄚𑄴
তারা দুই ভাই চার বছরের আলাদা,𑄖𑄢𑄳𑄦 𑄘𑄨𑄞𑄬𑄠𑄬 𑄌𑄬𑄢𑄴 𑄝𑄧𑄎𑄧𑄢𑄳𑄦𑄧 𑄜𑄢𑄧𑄇𑄴
তাকে নাকি আলাদা করার ঔষুধ খাওয়াইছে,𑄖𑄢𑄳𑄦𑄬 𑄞𑄬𑄣𑄬 𑄜𑄢𑄧𑄇𑄴 𑄉𑄧𑄢𑄧𑄚𑄳𑄦𑄨 𑄘𑄢𑄪 𑄈𑄝𑄬𑄠𑄮𑄚𑄴𑄘𑄳𑄦𑄬𑅁
চ্যাপ্টা কোমরের সুতা,𑄌𑄉 𑄜𑄢𑄧𑄖𑄴 𑄘𑄧𑄢𑄨
শুন্য কোমরের সুতা,𑄥𑄪𑄘𑄮 𑄜𑄢𑄧𑄖𑄴 𑄘𑄧𑄢𑄨
কোমরের সুতা পরলে তারপর তার প্যান্টটা লেগে থাকে,𑄜𑄢𑄧𑄖𑄴 𑄘𑄧𑄢𑄨 𑄝𑄬𑄢𑄬𑄣𑄳𑄦𑄬 𑄖𑄳𑄦𑄬 𑄛𑄳𑄦𑄬𑄚𑄴𑄚𑄮 𑄝𑄏𑄨 𑄗𑄭𑄘𑄬 𑄖𑄢𑄴𑅁
কোমরের সুতা,𑄜𑄢𑄬𑄉𑄧 𑄥𑄪𑄘𑄮
"১,মালা বানানো",𑄷. 𑄜𑄣𑄴 𑄛𑄘𑄚
ফাঁদে  পড়া/ফেলা,𑄜𑄣𑄧𑄖𑄴 𑄝𑄎𑄚𑄳𑄦/ 𑄛𑄧𑄢𑄚/ 𑄜𑄬𑄣𑄚𑄳𑄦
কে পথে ফাঁদ ফেলে রেখেছে জানিনা,𑄇𑄧𑄚𑄴𑄚𑄳𑄦 𑄛𑄧𑄙𑄧𑄖𑄴 𑄜𑄣𑄴 𑄛𑄘𑄨 𑄗𑄪𑄠𑄳𑄦𑄬 𑄇𑄨𑄎𑄬𑄚𑄨
বিড়ালটা ফাঁদে পড়ছে,𑄝𑄬𑄣𑄬𑄠𑄴𑄞𑄮 𑄜𑄣𑄧𑄖𑄴 𑄝𑄌𑄴𑄍𑄬
দড়ি দিয়ে ফাঁদ বেধে সে গরুটাকে বাঁধলো ,𑄘𑄧𑄢𑄨𑄣𑄮𑄠𑄴 𑄃𑄨𑄇𑄴𑄊𑄮 𑄜𑄣𑄴 𑄝𑄚𑄬𑄚𑄬𑄠𑄴 𑄉𑄧𑄢𑄪𑄞𑄮𑄢𑄬 𑄝𑄚𑄳𑄦𑄨 𑄗𑄧𑄣𑄧 𑄖𑄬
ফাঁদ দেয়া,𑄸. 𑄜𑄣𑄴 𑄘𑄬𑄚
ব্যঙটা কত বড় লাফ দিলো দেখেছো কি? তিনি কত বড় লাফ দিয়ে দিয়ে যাচ্ছে।,𑄝𑄬𑄁𑄋𑄳𑄦𑄮 𑄇𑄧𑄟𑄴𑄞 𑄜𑄣𑄴 𑄘𑄨𑄣𑄳𑄦𑄮 𑄘𑄨𑄇𑄴𑄈𑄮𑄌𑄴 𑄚𑄨? 𑄥𑄨𑄝𑄳𑄦𑄬 𑄇𑄧𑄟𑄴𑄞 𑄇𑄧𑄟𑄴𑄞 𑄜𑄣𑄴 𑄘𑄨 𑄘𑄨 𑄎𑄢𑄴
. ছোট নদী এক লাফে পার হওয়া যায়।,𑄌𑄨𑄉𑄮𑄚𑄴 𑄥𑄧𑄢 𑄃𑄬𑄇𑄴 𑄜𑄣𑄧𑄖𑄴 𑄛𑄢𑄴 𑄦𑄮 𑄛𑄢𑄬𑅁
. তিনি কি এত লাফাচ্ছে? খুশিতে সে লাফাচ্ছে।,𑄃𑄳𑄦 𑄇𑄨 𑄃𑄳𑄦𑄬𑄘𑄧𑄇𑄴 𑄜𑄣𑄴𑄣𑄢𑄴 𑄖𑄬? 𑄈𑄪𑄎𑄨𑄠𑄬 𑄘𑄳𑄦𑄬 𑄜𑄣𑄴𑄣𑄖𑄴𑄖𑄬
. মেয়েটি লাফিয়ে লাফিয়ে ফুল বাগানে বেড়াচ্ছে।,𑄟𑄨𑄣𑄬𑄞𑄮 𑄜𑄣𑄴𑄣𑄬 𑄜𑄣𑄴𑄣𑄬 𑄜𑄪𑄣𑄴 𑄝𑄉𑄚𑄧𑄖𑄴 𑄝𑄬𑄢𑄢𑄴
. এত লাফাচ্ছ কেন? সে কত বড় লাফ দিল।,𑄃𑄬𑄙𑄧𑄇𑄴 𑄇𑄨 𑄜𑄣𑄴𑄣𑄜𑄣𑄴𑄣𑄨 𑄉𑄧𑄢𑄳𑄦𑄧𑄢𑄴? 𑄇𑄧𑄟𑄴𑄞 𑄉𑄧𑄢𑄳𑄦𑄨 𑄜𑄣𑄴𑄣𑄬 𑄃𑄪𑄘𑄨𑄣𑄳𑄦𑄮 𑄖𑄬
. বাচ্চাটি নাচার মতো করে লাফাচ্ছে।,𑄉𑄪𑄢𑄮𑄞𑄮 𑄖𑄨𑄝𑄪𑄢𑄪𑄇𑄴 𑄖𑄨𑄝𑄪𑄢𑄪𑄇𑄴 𑄜𑄣𑄴𑄣𑄢𑄴𑅁
. তুমি কি তার লাফানি দেখেছো?,𑄖𑄪𑄠𑄴 𑄖 𑄜𑄣𑄴𑄣𑄚𑄨𑄃𑄚𑄳𑄦𑄨 𑄘𑄨𑄇𑄴𑄈𑄮𑄌𑄴 𑄚𑄨?
. লাফিয়ে লাফিয়ে লাফানো।,𑄜𑄣𑄪𑄇𑄴 𑄜𑄣𑄪𑄇𑄴 𑄜𑄣𑄴𑄣𑄚
. টিউবওয়েল বসানো,𑄜𑄃𑄬𑄛𑄴 𑄉𑄢𑄚
. টিউবওয়েলের হাতল,𑄜𑄃𑄬𑄝𑄮 𑄘𑄘𑄨
. টিউবওয়েলের পানি খাওয়া ভাল।,𑄜𑄃𑄬𑄝𑄮 𑄛𑄚𑄳𑄦𑄨 𑄈𑄚 𑄉𑄧𑄟𑄴
. টিউবওয়েল কতটুকু কুরেছো?,𑄜𑄃𑄬𑄛𑄴𑄛𑄮 𑄇𑄪𑄖𑄴𑄙𑄪𑄢𑄴 𑄇𑄢𑄬𑄠𑄳𑄦𑄮?
. পুলিশরা শব্দ করে গুলি করল।,𑄷. 𑄜𑄁 𑄉𑄧𑄢𑄳𑄦𑄨 𑄉𑄪𑄣𑄨 𑄟𑄣𑄴𑄣𑄇𑄴 𑄛𑄪𑄣𑄳𑄦𑄨𑄌𑄴𑄌𑄪𑄚𑄬
. এক গুলিতে হরিণটি মারা গেল।,"𑄜𑄁 𑄌𑄧𑄖𑄴𑄖𑄬 𑄃𑄝𑄎𑄧𑄖𑄴 𑄎𑄪𑄢𑄮, 𑄥𑄬 𑄦𑄪𑄢𑄨𑄁"
. শব্দ করে বেলুনটি ফেটে গেল।,"𑄜𑄁 𑄉𑄧𑄢𑄳𑄦𑄨 𑄃𑄭𑄪𑄖𑄴𑄗𑄬, 𑄜𑄧𑄉𑄧𑄚𑄝𑄮 𑄜𑄭𑄖𑄴𑄖𑄬𑄘𑄳𑄦𑄬"
". নিমন্ত্রন কর,লওয়া, পাওয়া","𑄸. 𑄜𑄁 𑄉𑄧𑄢𑄚𑄳𑄦, 𑄣𑄧𑄚𑄳𑄦, 𑄛𑄚𑄳𑄦"
. আমরা ভান্তেতেদেরকে ) করবে।,"𑄃𑄟𑄳𑄦𑄨 𑄞𑄚𑄴𑄖𑄬𑄘𑄊𑄨𑄢𑄬 𑄜𑄁 𑄉𑄧𑄢𑄳𑄦𑄨 𑄃𑄚𑄴𑄐𑄳𑄦𑄬𑄠𑄴, 𑄥𑄪𑄖𑄴𑄖𑄳𑄢𑄧 𑄥𑄪𑄚𑄴𑄐𑄳𑄦𑄬𑄠𑄴"
. মুখের কথা নাকি  বড় জগন্য কথা।,𑄟𑄪𑄈𑄮 𑄜𑄁 𑄞𑄬𑄣𑄬 𑄝𑄧𑄢𑄴 𑄜𑄁𑅁
. তাকে পটাশ পটাশ চর মারলো।,𑄖𑄢𑄳𑄦𑄬 𑄃𑄨𑄏𑄪 𑄜𑄁 𑄛𑄳𑄦𑄁 𑄌𑄪𑄉𑄪𑄢𑄬𑄣𑄧𑄘𑄬 𑄖𑄬
. শিশুটি তাস তাস ২-৩ বার খাবার পর নিরব হয়েছে।,𑄜𑄁 𑄛𑄳𑄦𑄁 𑄘𑄨 𑄖𑄨𑄚𑄴 𑄌𑄝𑄧𑄢𑄴 𑄈𑄬𑄚𑄬𑄠𑄴 𑄖𑄳𑄦𑄬 𑄎𑄪𑄢𑄮 𑄦𑄧𑄠𑄴 𑄉𑄪𑄢𑄮𑄞𑄮𑅁
. শিশু জন্ম হওয়া,𑄜𑄧 𑄦𑄧𑄚
. কানের ছিদ্র,𑄇𑄚𑄳𑄦𑄧 𑄜𑄧𑄇𑄴
. লুকোচুরি খেলা।,𑄇𑄮𑄣𑄮𑄇𑄴 𑄇𑄮𑄣𑄮𑄇𑄴 – 𑄜𑄧𑄇𑄴𑄇𑄭!
বেইমান -বেইমানি,𑄜𑄧𑄇𑄴𑄇𑄧𑄌𑄴𑄎𑄬 – 𑄜𑄧𑄇𑄴𑄇𑄧𑄢𑄨
. এই বেইমানি শুধু সেই বেইমানি করতে পারে।,"𑄃𑄬 𑄜𑄧𑄇𑄴𑄇𑄧𑄌𑄴𑄎𑄬, 𑄝𑄚𑄳𑄦 𑄥𑄬 𑄜𑄧𑄇𑄴𑄇𑄧𑄢𑄚𑄳𑄦𑄨 𑄉𑄧𑄢𑄳𑄦𑄨 𑄛𑄢𑄬 𑄘𑄬"
. তার মত বেইমানি আর কোথায় আছে? এখানে বেইমানি করিস না।,𑄖 𑄙𑄪𑄇𑄴𑄇𑄬 𑄜𑄧𑄇𑄴𑄇𑄧𑄢𑄴 𑄇𑄪𑄙𑄪 𑄃𑄊𑄧𑄚𑄴 𑄃𑄢𑄴? 𑄥𑄬 𑄃𑄨𑄙𑄪 𑄜𑄧𑄇𑄴𑄇𑄧𑄢𑄴 𑄚𑄧 𑄉𑄣𑄨𑄌𑄴𑄍𑄨𑅁
. পাতা দিয়ে মোড়ানো একপ্রকার পিঠা।,𑄝𑄨𑄚𑄨 𑄜𑄧𑄉𑄳𑄦
. প্রকাশ করা - নোটিশ দেওয়া,𑄜𑄧𑄉𑄧𑄘𑄋𑄨 – 𑄎𑄚𑄧𑄚𑄨
. একটি বিজ্ঞপ্তি আছে।,𑄃𑄬𑄇𑄴𑄊𑄚𑄴 𑄜𑄧𑄉𑄧𑄘𑄋𑄨 𑄃𑄊𑄬
. ভাই-বোনেরা বিজ্ঞপ্তিটি মন দিয়ে শোনো,"𑄞𑄬𑄠𑄴𑄣𑄧𑄇𑄴, 𑄞𑄮𑄚𑄴𑄣𑄧𑄇𑄴, 𑄜𑄧𑄉𑄧𑄘𑄋𑄨𑄃𑄳𑄦𑄚𑄴 𑄟𑄧𑄚𑄴 𑄘𑄨𑄚𑄬𑄠𑄴 𑄥𑄪𑄚𑄮𑅁"
". বিজ্ঞপ্তি দেওয়া, বলা","𑄜𑄧𑄉𑄧𑄘𑄁 𑄉𑄧𑄢𑄚𑄳𑄦, 𑄦𑄧𑄚"
. তিনি বিয়ে করেছেন সেটা গ্রামের সবাই জেনে গেছে।,𑄖𑄬 𑄟𑄮𑄇𑄴 𑄣𑄪𑄠𑄬𑄙𑄬 𑄥𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄃𑄘𑄟𑄴𑄟𑄬𑄃𑄪𑄚𑄳𑄦𑄮 𑄃𑄨𑄙𑄪 𑄝𑄳𑄦𑄬𑄇𑄴 𑄜𑄧𑄉𑄧𑄘𑄁 𑄦𑄪𑄠𑄳𑄦𑄬
". সেই কথাগুলো না বলার জন্য বলেছিলাম, কথাগুলি সব করে দিয়েছে।","𑄥𑄬 𑄇𑄧𑄙𑄃𑄚𑄨 𑄚𑄧 𑄇𑄧𑄞𑄖𑄴𑄖𑄬𑄠𑄴 𑄇𑄪𑄠𑄳𑄦𑄮𑄁, 𑄖𑄬 𑄚𑄳𑄦𑄧𑄠𑄴 𑄛𑄢𑄳𑄦 𑄝𑄬𑄇𑄴𑄇𑄚𑄳𑄦𑄨 𑄜𑄧𑄉𑄧𑄘𑄁 𑄉𑄧𑄢𑄳𑄦𑄨 𑄘𑄨𑄘𑄭 𑄥𑄢𑄳𑄦"
. তাঁর সব অন্তরের কথাগুলি তুমি প্রকাশ করে দিয়েছে,𑄖 𑄝𑄨𑄎𑄨𑄢𑄳𑄦𑄬𑄃𑄚𑄨 𑄘𑄧 𑄝𑄬𑄇𑄴𑄇𑄚𑄳𑄦𑄨 𑄜𑄧𑄉𑄧𑄘𑄁 𑄉𑄧𑄢𑄳𑄦𑄨 𑄘𑄨𑄣𑄳𑄦𑄬 𑄖𑄪𑄠𑄴
". বইটি প্রকাশ হয়েছে ১০০০ সালে,  রচনা করেছেন একজনে আর প্রকাশ করেছেন নাম না জানা  একজনে।","𑄝𑄳𑄦𑄮𑄠𑄴𑄝𑄮 𑄜𑄧𑄘𑄧𑄁 𑄦𑄪𑄠𑄬𑄘𑄳𑄦𑄬 𑄸𑄶𑄶𑄶 𑄥𑄣𑄧𑄖𑄴, 𑄎𑄮𑄢𑄬𑄠𑄬𑄘𑄳𑄦𑄬 𑄜𑄧𑄣𑄧𑄚, 𑄜𑄧𑄉𑄧𑄘𑄁 𑄉𑄪𑄌𑄴𑄍𑄬𑄘𑄬 𑄘𑄧𑄝𑄧𑄚𑄳𑄦𑅁"
. মূত্রথলী,𑄟𑄪𑄘𑄮 𑄜𑄧𑄉𑄧𑄚𑄳𑄦
. ফোসকা পড়া,𑄜𑄧𑄎𑄳𑄦 𑄃𑄪𑄘𑄚𑄳𑄦
. কাজ করতে করতে ফোসকা পড়ে গেছে।,𑄇𑄟𑄴 𑄉𑄧𑄖𑄴𑄗𑄬 𑄉𑄧𑄖𑄴𑄗𑄬 𑄦𑄘𑄧𑄖𑄴 𑄎𑄚𑄬 𑄜𑄧𑄎𑄳𑄦 𑄃𑄪𑄙𑄨 𑄎𑄬𑄣𑄇𑄴𑄈𑄮𑄠𑄴𑅁
. ফোটা ফোটা শার্টটি সুন্দর আছে।,𑄜𑄧𑄘𑄜𑄪𑄖𑄴𑄖𑄬 𑄥𑄪𑄣𑄪𑄟𑄴𑄟𑄮 𑄘𑄮𑄣𑄴 𑄃𑄉𑄬𑄙𑄬
. তিনি ফোটা ফোটা শার্টটি পড়ে হাওয়া খাচ্ছে।,𑄖𑄬 𑄃𑄨𑄇𑄴𑄊𑄮 𑄜𑄧𑄘𑄜𑄪𑄖𑄴𑄖𑄬 𑄥𑄪𑄣𑄪𑄟𑄴 𑄃𑄪𑄢𑄨𑄚𑄳𑄦𑄬𑄠𑄴 𑄦𑄝 𑄈𑄣𑄴𑄣𑄮𑄠𑄴𑅁
. ভোর- ভোর অন্ধকার,𑄜𑄧𑄘𑄁𑄖𑄁 – 𑄊𑄪𑄢𑄴𑄊𑄪𑄢𑄴/ 𑄃𑄚𑄴𑄙𑄢𑄴
. খুব সকাল,𑄜𑄧𑄘𑄁𑄖𑄁 𑄛𑄳𑄦𑄧𑄢𑄴
. লাইটটা জ্বালানোর পরে পুরোটা পরিষ্কার হয়েছে।,𑄝𑄖𑄴𑄖𑄨𑄞𑄮 𑄎𑄣𑄬𑄚𑄬𑄠𑄴 𑄃𑄬𑄞𑄧 𑄖𑄳𑄦𑄬 𑄜𑄧𑄘𑄁𑄖𑄁 𑄦𑄧𑄣𑄧𑄘𑄬 𑄝𑄬𑄇𑄴𑄈𑄚𑄴𑅁
. ফটিকের গ্লাস,𑄜𑄧𑄘𑄨𑄉𑄮 𑄉𑄧𑄣𑄳𑄦𑄧𑄌𑄴
. আয়নার মতো পরিষ্কার পানি,𑄜𑄧𑄘𑄨𑄉𑄮 𑄙𑄪𑄇𑄴𑄇𑄬 𑄛𑄳𑄦𑄧𑄚𑄴 𑄛𑄚𑄳𑄦𑄨
. ল্যাম্পটির মাঝখানটা ফটিকের।,𑄣𑄬𑄟𑄴𑄜𑄧𑄝𑄮 𑄌𑄨𑄚𑄴𑄗𑄨𑄝𑄮 𑄜𑄧𑄘𑄨𑄉𑄮𑄢𑄴𑅁
ফোড়া উঠা,𑄜𑄧𑄢 𑄃𑄪𑄘𑄚𑄳𑄦
. ফোঁড়াটি চুলকালছে,𑄜𑄧𑄢𑄝𑄳𑄦𑄮 𑄖𑄧𑄚𑄴𑄖𑄧𑄚𑄢𑄴
. বড় ধরণের ফোঁড়া,𑄇𑄬𑄌𑄴 𑄜𑄧𑄢
. এক প্রকার বড় ফোঁড়া,𑄝𑄨𑄌𑄴 𑄜𑄧𑄢
. ঝোঁক হচ্ছে ফোঁড়া ওষুধ,𑄜𑄧𑄢 𑄘𑄢𑄪 𑄦𑄧𑄣𑄧𑄘𑄬 𑄎𑄪𑄇𑄴𑄈𑄪𑄚𑄴
. ময়লা পানিতে খেলা খেললে ফোঁড়া উঠে।,𑄇𑄎𑄧𑄢𑄴 𑄛𑄚𑄳𑄦𑄨 𑄌𑄬𑄇𑄴𑄌𑄬𑄉𑄬𑄣𑄬𑄉𑄮𑄠𑄴 𑄜𑄧𑄢 𑄃𑄪𑄙𑄮𑄚𑄴𑅁
. শিশুটির অত্যন্ত ফোঁড়া উঠেছে।,𑄉𑄪𑄢𑄮𑄞𑄮 𑄃𑄧𑄟𑄧𑄉𑄧𑄘𑄧 𑄜𑄧𑄢 𑄛𑄬𑄎𑄬𑄢 𑄦𑄪𑄠𑄳𑄦𑄬
. তার পরে এমনি দিয়ে দেবো।,𑄖 𑄜𑄧𑄢𑄬 𑄎𑄬 𑄘𑄨𑄟𑄴𑄟𑄬 𑄃𑄳𑄦𑄠𑄴
. তিনি আমার পরে কাজ করবে।,𑄖𑄬 𑄟𑄧 𑄜𑄧𑄢𑄬 𑄇𑄟𑄴 𑄉𑄧𑄢𑄨𑄝𑄮𑄙𑄬𑅁
. ফল জাতীয়,𑄷. 𑄜𑄧𑄣𑄴 𑄛𑄊𑄮𑄢𑄴
". ফলগুলো কেটে নাও, খেতে পারবো","𑄸. 𑄜𑄧𑄣𑄳𑄦𑄪𑄚𑄴 𑄇𑄛𑄴𑄛𑄮𑄠𑄴, 𑄈𑄬𑄘𑄧𑄁 𑄟𑄳𑄦𑄣𑄬𑄚𑄴"
.  ফলের সালাদ দিয়ে ভাত খাবো।,𑄜𑄧𑄣𑄴 𑄇𑄪𑄢𑄴𑄝𑄮𑄣𑄮𑄠𑄴 𑄞𑄖𑄴 𑄈𑄬𑄝𑄧𑄁𑄉𑄬
. ফল তরকারি চিংড়ি দিয়ে রান্না করলে মিষ্টি লাগে।,𑄜𑄧𑄣𑄴 𑄖𑄮𑄚𑄴 𑄃𑄨𑄎𑄬𑄉𑄪𑄢𑄨 𑄘𑄨𑄚𑄬𑄘𑄨 𑄟𑄨𑄙𑄬 𑄉𑄧𑄢𑄳𑄦𑄨 𑄢𑄚𑄨𑄣𑄳𑄦𑄬 𑄥𑄪𑄃𑄮𑄖𑄴 𑄘𑄧
. জুমে অনেক শশা ধরেছে।,𑄎𑄪𑄟𑄮𑄖𑄴 𑄘𑄧𑄣 𑄉𑄧𑄢𑄳𑄦𑄨 𑄜𑄧𑄣𑄴 𑄟𑄳𑄦𑄟𑄴𑄟𑄢𑄳𑄦 𑄙𑄪𑄌𑄴𑄌𑄳𑄦𑄮𑄚𑄴
. তুমি এই কর্মের ফল পাবে তো একদিন না একদিন।,𑄹. 𑄃𑄬 𑄇𑄟𑄧 𑄜𑄧𑄣𑄴 𑄛𑄬𑄞𑄬 𑄙𑄧 𑄖𑄪𑄠𑄴 𑄃𑄬𑄇𑄴𑄘𑄨𑄚𑄴 𑄚𑄳𑄦𑄧𑄠𑄴 𑄃𑄬𑄇𑄴𑄘𑄨𑄚𑄴
". যে যেমন কর্ম করে, সে তেমন ফল পায়।","𑄎𑄬 𑄎𑄬 𑄇𑄟𑄴 𑄉𑄧𑄢𑄳𑄦𑄬, 𑄖𑄬 𑄥𑄬 𑄇𑄟𑄧 𑄜𑄧𑄣𑄴 𑄛𑄳𑄦𑄠𑄴𑅁"
. ফলে পাগরে বুদ্ধকে পূজা করবো।,𑄜𑄧𑄣𑄬 𑄛𑄉𑄮𑄢𑄳𑄦𑄬 𑄝𑄪𑄖𑄴𑄙𑄮𑄢𑄬 𑄛𑄪𑄎𑄨𑄝𑄮𑄁
". তিনি ভাত খায় না, শুধুমাত্র ফল খেয়ে খেয়ে বেঁচে আছে।","𑄖𑄬 𑄞𑄖𑄴 𑄚𑄧 𑄈𑄭, 𑄝𑄚 𑄜𑄧𑄣𑄴 𑄛𑄊𑄮𑄢𑄴 𑄈𑄬 𑄈𑄬 𑄝𑄎𑄬𑄘𑄬𑅁"
. পলনা- পলনি( কেউ একজন অন্যজনকে ইঙ্গিত করতে),𑄜𑄧𑄣𑄧𑄚 – 𑄜𑄧𑄣𑄧𑄚𑄨
". কেউ একজন নাকি বলতেছে, সত্যি কি? কারো ভাই, কার নাতি, কে কি পরিচয় দেয় কি জানি।","𑄜𑄧𑄣𑄧𑄚 𑄞𑄬𑄣𑄬 𑄟𑄧𑄢𑄳𑄦𑄬 𑄃𑄨𑄠𑄳𑄦𑄚𑄴 𑄃𑄳𑄦𑄪𑄝𑄮𑄚𑄴 𑄇𑄧𑄖𑄴𑄗𑄬, 𑄦𑄧𑄠𑄴 𑄚𑄨? 𑄜𑄧𑄣𑄧𑄚 𑄞𑄬𑄠𑄴, 𑄘𑄧𑄝𑄧𑄚𑄳𑄦 𑄚𑄘𑄨𑄚𑄴 𑄇𑄧𑄚𑄬 𑄇𑄨 𑄛𑄧𑄢𑄨𑄌𑄧𑄠𑄴 𑄘𑄮𑄚𑄴𑄚𑄨𑄙𑄬𑄠𑄮 𑄇𑄪𑄖𑄴𑄗𑄪𑄚𑄴𑄚𑄬𑄠𑄴𑅁"
.বেশি আজেবাজে বললে আমার ভালো লাগেনা।,𑄝𑄬𑄌𑄴 𑄜𑄧𑄣𑄧𑄚𑄳𑄦𑄚𑄴 𑄘𑄧𑄉𑄧𑄚𑄳𑄦𑄚𑄴 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄟𑄧𑄖𑄴𑄗𑄪𑄚𑄴 𑄇𑄪𑄖𑄴𑄖𑄬𑄢𑄨 𑄃𑄪𑄙𑄬𑅁
তিনি শব্দ করে করে বড় নিশ্বাস ফেলতেছে।,𑄖𑄬 𑄜𑄧𑄀𑄌𑄴𑄍𑄧 𑄜𑄧𑄀𑄌𑄴𑄍𑄧 𑄉𑄧𑄢𑄳𑄦𑄨 𑄝𑄧𑄢𑄴 𑄚𑄨𑄏𑄬𑄌𑄴 𑄜𑄬𑄣𑄳𑄦𑄢𑄴𑅁
". কলঙ্কিত হওয়া,  কাটিয়ে ওঠা।","𑄜𑄨 𑄝𑄎𑄚𑄳𑄦, 𑄇𑄘𑄚"
". খালি কলসি দেখার পর থেকে, একটার পর আরেকটা ঘটতেছে।","𑄌𑄪𑄙𑄮 𑄈𑄪𑄟𑄴 𑄘𑄨𑄇𑄴𑄈𑄮𑄁𑄉𑄬 𑄥𑄨𑄖𑄴𑄖𑄪𑄚𑄴 𑄙𑄪𑄢𑄨 𑄜𑄨 𑄝𑄌𑄴𑄍𑄬𑄘𑄬, 𑄈𑄇𑄴𑄇𑄬 𑄃𑄨𑄠𑄳𑄦𑄚𑄴 𑄦𑄧𑄢𑄴, 𑄈𑄇𑄴𑄇𑄳𑄦𑄬 𑄃𑄳𑄦𑄪𑄝𑄚𑄴 𑄦𑄧𑄢𑄴"
". তার কলঙ্ক কাটানোর জন্য, বৈদ্যরা বলেছে মাথা ধুতে হবে।","𑄃𑄬 𑄜𑄨 𑄇𑄘𑄬𑄝𑄖𑄴𑄖𑄬𑄠𑄴 𑄞𑄬𑄣𑄬 𑄟𑄙 𑄙𑄮 𑄛𑄧𑄢𑄨𑄝𑄮, 𑄝𑄰𑄱𑄖𑄴𑄘𑄮𑄃𑄪𑄚𑄳𑄦𑄬 𑄇𑄧𑄣𑄇𑄴𑄈𑄬"
.  অশুভ হওয়া,𑄃𑄛𑄧𑄖𑄴 𑄝𑄧𑄣
. অশুভ সব কাটা যাক।,𑄜𑄨 𑄝𑄧𑄣 𑄝𑄳𑄦𑄬𑄇𑄴 𑄇𑄘 𑄎𑄮𑄇𑄴𑅁
. মাথা গুরিয়া পরা।,𑄜𑄨𑄖𑄴 𑄦𑄧𑄚
. সে ভয়ে মাথা গুরিয়া পরেছে।,𑄖𑄬 𑄘𑄧𑄢𑄬 𑄎𑄉𑄖𑄴 𑄜𑄨𑄖𑄴 𑄦𑄪𑄠𑄳𑄦𑄬
. বানরের পাগল থাকলে একটু পর পর মাথা গুরিয়া পরে।,𑄝𑄚𑄴𑄘𑄧𑄢𑄴 𑄛𑄉𑄧𑄣𑄴 𑄗𑄬𑄣𑄬 𑄈𑄇𑄴𑄇𑄳𑄦𑄬 𑄈𑄇𑄴𑄇𑄳𑄦𑄬 𑄜𑄨𑄖𑄴 𑄦𑄧𑄚𑄴
. গ্রামের পাশে একটি বিল আছে।,𑄃𑄘𑄟𑄧 𑄇𑄪𑄢𑄳𑄦𑄬 𑄃𑄨𑄇𑄴𑄴𑄊𑄮 𑄜𑄨𑄖𑄴𑄖𑄨 𑄃𑄊𑄬
. এই বিলের পানি একদম স্বচ্ছ।,𑄃𑄬 𑄜𑄨𑄖𑄴𑄖𑄨𑄝𑄳𑄦𑄮 𑄛𑄚𑄳𑄦𑄨𑄃𑄚𑄴 𑄎𑄧𑄘𑄧𑄝𑄧𑄘𑄬 𑄛𑄳𑄦𑄧𑄚𑄴𑅁
. বিস্কুটের বোয়াম,𑄜𑄨𑄖𑄬 𑄉𑄪𑄣𑄳𑄦𑄪𑄇𑄴
. জায়গাটি ফিতা দিয়ে মাপতে হবে।,𑄜𑄨𑄖𑄬𑄣𑄮𑄠𑄴 𑄟𑄝 𑄛𑄧𑄢𑄨𑄝𑄮 𑄎𑄉𑄃𑄳𑄦𑄚𑄴𑅁
. তারা পথে কীভাবে আলাদা হলো কে জানে।,𑄖𑄢𑄳𑄦 𑄛𑄧𑄙𑄧𑄖𑄴 𑄇𑄪𑄞𑄮𑄖𑄴 𑄜𑄨𑄝𑄧𑄣𑄧𑄇𑄴 𑄦𑄧𑄣𑄇𑄴 𑄇𑄨𑄎𑄬𑄚𑄨
